i,objective_cost,primal_residual,dual_residual,time
1,-6.764946633490499,1.6885085666053685,208.35056069680252,0.009553593999999999
50,-2.2135722071358632,0.0784023809124476,1.280367910286433,0.21400112200000004
100,-3.376049869698627,0.04268252094463809,1.1185169632611607,0.408240082
150,-4.702482786513091,0.014665301454518092,0.9626233295156789,0.6068055189999999
200,-5.545132498194765,0.009313953060788513,0.838190034765204,0.798250219
250,-6.151142528548059,0.00471872213655775,0.7594621081977414,0.9822882579999999
300,-6.759077813987254,0.0035455364301442455,0.7182376018663625,1.171605404
350,-7.3212023649993885,0.0021645509766657347,0.6808596398503768,1.3905346729999999
400,-7.818645382252152,0.004266603867439053,0.6016548514746958,1.5847109369999999
450,-8.07804145331903,0.007023726600520022,0.4156260573115542,1.779338991
500,-8.250198611371584,0.005551113760474474,0.3274583730658937,1.9673588729999998
550,-8.377290894090999,0.003881966708031159,0.26714161028972105,2.152415038
600,-8.42042339163277,0.0011626637327314606,0.23915443414278956,2.346143435
650,-8.48134917369029,0.0022486293496321278,0.2101835856535414,2.529920721
700,-8.539561930044144,0.0021990156005690796,0.1896560638499999,2.712371967
750,-8.579541226231749,0.0009689025712698173,0.17317641687938856,2.89644752
800,-8.61894147004655,0.001262000073465642,0.15947104313391455,3.082960183
850,-8.649902226500714,0.001337003642027258,0.14533890639026933,3.274050507
900,-8.672630988340023,0.0008098214661646739,0.13452453948349005,3.45803408
950,-8.69363531954474,0.0005387247575889158,0.12536893015250178,3.644146186
1000,-8.712858807762384,0.0008591451481410699,0.11646882828914283,3.8279581460000003
1050,-8.72895752057335,0.0006538774617079664,0.10885651746794235,4.010416131
1100,-8.744370458157286,0.0004417175267022476,0.10136323610123757,4.196032763
1150,-8.757630646918196,0.0005209560007169,0.09456845705334645,4.391696813
1200,-8.769131771251645,0.000499027554277875,0.089050569933304,4.5741301949999995
1250,-8.778898951631575,0.0004488540647838907,0.08410440180830667,4.759732917
1300,-8.787018108569216,0.00045187649003802305,0.07955430954397798,4.956623347
1350,-8.794724727127601,0.00038852438848181335,0.07557663633655452,5.147438877
1400,-8.802329995590622,0.00025231624956713176,0.07180782342201218,5.3345277
1450,-8.80948359125994,0.000264941349189795,0.06800680499327062,5.518511258
1500,-8.815572246728998,0.00035037163819222003,0.06418452786311517,5.7018269329999995
1550,-8.820628299999175,0.0003615758345870491,0.060613456582063636,5.885097117
1600,-8.825307732804408,0.0003429605524108972,0.05761733973535358,6.069951781
1650,-8.829406917913236,0.0002818729216835002,0.055156139714288954,6.262811929
1700,-8.833318989574778,0.00020343864805320212,0.05300301568666281,6.445772526
1750,-8.837054436879185,0.0001573670027860637,0.050886978258650045,6.632073965
1800,-8.840550675345147,0.00013805052288852498,0.04881883257631891,6.81740016
1850,-8.843722308431968,0.00013181555133750993,0.04686235998971284,7.000246372
1900,-8.846559134611658,0.00013042276726732952,0.04501135875573426,7.188881944
1950,-8.849136134700235,0.00012997349152179014,0.04324058428575039,7.380143609
2000,-8.851574522346004,0.00013821091566927263,0.041516871261991974,7.565970427
2050,-8.853871490045995,0.00016365629751243505,0.03980870258683543,7.753245014999999
2100,-8.855980044532942,0.00019789124021115962,0.03812791290229063,7.936830242999999
2150,-8.85758492451792,0.00014197196144432662,0.036632934322468794,8.122996561
2200,-8.859531748993145,0.00012823279213596917,0.03523546872490196,8.311285777
2250,-8.861226075733548,0.00011979592606425237,0.03405005449197516,8.492206445
2300,-8.86283590550076,0.00011994578979277967,0.032913394894847674,8.676678842
2350,-8.864291727832033,0.00012428530273092788,0.03184956926189035,8.862685241
2400,-8.865693198471325,0.00013851571338485002,0.030813667789970155,9.047282022
2450,-8.866989214399052,0.00015269744674274306,0.029801396701139012,9.235271277
2500,-8.868116967623292,0.00015841627336262858,0.028813502715323645,9.421614614
2550,-8.869271421705356,0.00014881487409362597,0.02797477563745384,9.603201358
2600,-8.870394209441098,0.0001411891565288862,0.027238516177045667,9.788010453
