i,objective_cost,primal_residual,dual_residual,time
1,-6.971377280406721,1.6662044818402573,234.3090007398754,0.01179435299999998
50,-2.3818054283236396,0.08809812338276642,2.3618893830669436,0.26852384799999995
100,-2.7264855941980217,0.040215456742361544,0.9428091020230921,0.49631306799999997
150,-3.7382686860286345,0.030765021590117077,0.9456552295979139,0.7274902699999999
200,-4.803892877488095,0.010374459871992679,0.897693368316262,0.951126686
250,-5.628537840448058,0.014274545474158566,0.7719686936193413,1.190875044
300,-6.119230761610477,0.007739488114154898,0.7081704102219016,1.411829988
350,-6.498450488332778,0.003768295588291988,0.6572099864652583,1.6420299569999999
400,-6.917440316903944,0.004388944263796713,0.6297351953431242,1.861737323
450,-7.3800499338132255,0.003013798995152331,0.6128209233994325,2.0840531239999995
500,-7.831542760917596,0.0038840682139705254,0.5554268588852284,2.304481547
550,-8.087062633218332,0.006287435879006821,0.3812296290062323,2.526786337
600,-8.172823282592823,0.005662984270404852,0.322364132527878,2.7464617340000004
650,-8.28891988112827,0.004699368398092284,0.2996904461894514,2.9654034989999998
700,-8.40083023568624,0.0032085376890752214,0.2383016891259672,3.2079591919999997
750,-8.470182422295798,0.002045647188966424,0.21504816621025966,3.427673631
800,-8.508462103057937,0.0008470102491967611,0.1946235661618845,3.6490298340000002
850,-8.542723488566525,0.0014241816792427188,0.17626910755881192,3.864483861
900,-8.578202811550899,0.0017621605444004401,0.1628149203034732,4.082607509
950,-8.612523264261894,0.0015034536442184152,0.15188926754184912,4.3224897229999995
1000,-8.643156339960614,0.0008529178173881037,0.14377702702786688,4.55316739
1050,-8.669828106783394,0.0005878876023314956,0.1342447682829717,4.790908346
1100,-8.69394512869605,0.0009240656312799468,0.12427559325723103,5.029518531
1150,-8.713063071097489,0.000956756197303999,0.11703943670515761,5.251790289
1200,-8.728648129018266,0.000686432290601859,0.1117672338399178,5.469266685
1250,-8.742968361956294,0.0005130576106589284,0.10518242574275122,5.684270103999999
1300,-8.754758604854603,0.000551298776397665,0.0981059383150516,5.900292876
1350,-8.766165010703356,0.0005517988035160813,0.09247798535647667,6.127655162
1400,-8.776880459311032,0.00041568295663487576,0.08852759916752279,6.358885683
1450,-8.788064816408289,0.00033661582306856286,0.08505915417847877,6.5740037739999995
1500,-8.799704787089345,0.0004555545811133305,0.08110845063997182,6.79009123
1550,-8.809552039505911,0.0005372956511212097,0.07687899775636135,7.0116599939999995
1600,-8.816146952381436,0.0004650891539444339,0.07291455822249633,7.231790791
1650,-8.820592882192814,0.000306948699680307,0.06935903842975027,7.448853385
1700,-8.826283001260071,0.00025353068942254474,0.06655999530495403,7.66522778
1750,-8.832658778156878,0.0002930334992990806,0.06391333558281494,7.880476756
1800,-8.839159807986519,0.00035103904444805763,0.06139621610262562,8.102432862999999
1850,-8.844200503042702,0.0003551082434782157,0.05892394825433491,8.326071218
1900,-8.848325922256617,0.0003228067985158757,0.05642393292401778,8.547900448
1950,-8.851826772136494,0.00027806749013448324,0.053976229596184595,8.763666496999999
2000,-8.855411979725346,0.00020244872705048572,0.05194312260224086,8.99092776
2050,-8.858951809654217,0.00014053017588378343,0.05022368196271021,9.219876103999999
2100,-8.862341788162569,0.00014720195891455569,0.04848025662893196,9.437244321
2150,-8.865464053252012,0.00019564344851391092,0.04665904402470682,9.654242907
2200,-8.86841171746888,0.0002312137011694999,0.044879175313169914,9.872581035
2250,-8.871146681129948,0.0002477426680220368,0.04329391676386826,10.090877276
2300,-8.873569411209683,0.00024297130787389579,0.04181497264498063,10.314570197
2350,-8.875845806010794,0.00023251062555621196,0.04039833083849666,10.53252736
2400,-8.87789180535404,0.00021532255381941475,0.03902126212771027,10.752269756
2450,-8.879871393179824,0.00019061298860205007,0.037599958087438975,10.96919967
2500,-8.881555245508673,0.0001430822354515454,0.03647298654301406,11.190244876
2550,-8.883370075390689,0.00012159302118289201,0.03544382378287609,11.410728524
2600,-8.885137083157902,0.00012743785902343094,0.034279000256483005,11.638239621
2650,-8.886645263286301,0.00014660504101101976,0.03320351861427455,11.861652971
2700,-8.888114703460225,0.00016671479057181715,0.03216633337311456,12.086355085
2750,-8.889621846629554,0.00017470509241929746,0.031181825400876245,12.314989071
2800,-8.890964764730352,0.00016503424080636112,0.030302721403291148,12.536586328
2850,-8.89218857526093,0.0001426531241767899,0.029499858668917293,12.7555814
2900,-8.8932541015424,0.00011452535807657777,0.02876336903832699,12.974922538
2950,-8.894235221313087,8.860028503229109e-05,0.028051594614502927,13.201435265
3000,-8.895202189891032,7.086553255190811e-05,0.02736012648382259,13.424766414
3050,-8.896173748323873,5.820354783380129e-05,0.02667325226318023,13.651513614
3100,-8.897175034475987,4.984703586518492e-05,0.026013014261212643,13.871543025
3150,-8.898168680453951,4.459930616106723e-05,0.025376792246782416,14.087894346
3200,-8.899099201832572,4.354568704499698e-05,0.02475369285679025,14.312974629
3250,-8.899968936733854,4.587819420232763e-05,0.024146993431232625,14.533525916
3300,-8.900768956544539,4.967895806878244e-05,0.023555717380945355,14.757984307
3350,-8.901528673841764,5.377452927822574e-05,0.022979845561939348,14.979038264
3400,-8.902241850969345,5.7044078846900415e-05,0.02242177618054303,15.206674438
3450,-8.902922261688381,5.912925418683382e-05,0.021882017926985346,15.422672764
3500,-8.90356857955367,6.040206567937521e-05,0.021361885852825474,15.642036374
3550,-8.9041875751045,6.192373277251896e-05,0.020859223535254434,15.861318556999999
3600,-8.904779482483574,6.479251959484493e-05,0.02037246972310038,16.076846981000003
3650,-8.905343203978669,6.929722449548821e-05,0.019900655589219735,16.297742276
3700,-8.905878609698759,7.463767473050436e-05,0.019445584892606244,16.51701186
3750,-8.906385912450073,7.954438657338059e-05,0.019010590491198846,16.734628061000002
3800,-8.906723386464055,5.6550433070851884e-05,0.018621290734101455,16.951886323
3850,-8.907260751391766,5.380506874248952e-05,0.018226612056219865,17.174025593000003
3900,-8.907719973047593,5.326419643409421e-05,0.017902482319098256,17.392854879
3950,-8.908183481210246,5.510900711293245e-05,0.0175576919482126,17.612437688
4000,-8.908634884495786,5.45534938228183e-05,0.017239035286307137,17.828570653
4050,-8.909003637311818,5.349029549688222e-05,0.01693578761034211,18.050050605000003
4100,-8.90938945101477,5.2987867618718595e-05,0.016636143265844686,18.273005546
4150,-8.909760465834461,5.194541815511262e-05,0.016351470257870267,18.488767047000003
4200,-8.91013910469702,5.0927686812167464e-05,0.016071380943628172,18.705296049
4250,-8.910501087840585,5.0234762067062944e-05,0.01579758717853407,18.931005576
4300,-8.910847580366692,4.976869285282371e-05,0.015528984644895447,19.152146179000002
4350,-8.911188745954679,4.9616545698587094e-05,0.015263611517094343,19.372110659
4400,-8.911507137959747,4.9985431404280764e-05,0.015000444596258392,19.591816584
4450,-8.911793385473535,5.1704433650346296e-05,0.014731097693246667,19.809021355000002
4500,-8.912090804175328,5.25297502627796e-05,0.014471048311183213,20.027246357000003
4550,-8.91238403029712,5.25713024200366e-05,0.014218041713488973,20.248604594000003
4600,-8.912686270493515,5.257495671631253e-05,0.013971238905484363,20.466413371
4650,-8.912967038480978,5.256076787789406e-05,0.013731068163054727,20.679112646
4700,-8.913231974903915,5.265082185265633e-05,0.013498107652539504,20.897778472000002
4750,-8.91348173971953,5.265037132275229e-05,0.013273284978530106,21.127704115
4800,-8.913724348882146,5.2638316990301236e-05,0.013056885645410587,21.346001270000002
4850,-8.913955989119192,5.273415844024794e-05,0.012848802931452907,21.564763242
4900,-8.91417757078979,5.2883727908877876e-05,0.012648169919704027,21.787772266
4950,-8.914396142763861,5.2340381519426366e-05,0.012452581827268161,22.007423385000003
5000,-8.914606118812866,5.304514742801667e-05,0.012268311205599345,22.228070458
5050,-8.914784297797206,5.433231595958342e-05,0.0120846358571212,22.444817042
5100,-8.915005076132083,5.591166771486851e-05,0.011902933446693832,22.660811948000003
5150,-8.915206321896452,5.751535055948888e-05,0.011724220329316418,22.875682256
5200,-8.915382022533727,5.9313926357209284e-05,0.011546314448031504,23.0991392
5250,-8.915558053830456,6.11856552533825e-05,0.011368577129319097,23.315080639
5300,-8.91573520539363,6.296149566470039e-05,0.011192104405867223,23.535382527000003
5350,-8.915902909923563,6.447119458014486e-05,0.01101654954593803,23.754549097
5400,-8.915976616746018,5.105788100312854e-05,0.01084050600325995,23.979207981000002
5450,-8.91615463307057,4.914172540769944e-05,0.010662652755787545,24.200175355000002
5500,-8.916274733893491,4.803530757323742e-05,0.010500598752370279,24.417412757
5550,-8.916465550722785,5.022553586781857e-05,0.010330636260718591,24.636728527000002
