num_el,omega,rel_tol,problem_numrows,problem_numcols,total_time,setup_time,admm_time,update_y_time,update_z_time,update_lagrange_time
6,1,0.001,205,53,0.787112278,0.001303080000000012,0.785809198,0.2080453809999997,0.38115218300000014,0.10285005400000163
