i,objective_cost,primal_residual,dual_residual,time
1,-3.9405325577314567,3.79127202301315,390.8865715904126,0.023823274000000005
50,-0.8997474994132418,0.01742694526617202,1.760057558925474,0.369507144
100,-0.9606810525449767,0.014158321851645084,0.9264110780771466,0.697457422
150,-1.2037625843218338,0.007499055493359298,0.9682920998411193,1.0315689780000001
200,-1.4574711035220052,0.0025471644241512044,1.0265925160185108,1.3690264030000001
250,-1.6744125227724924,0.011277411535733623,0.28132203080763546,1.706399255
300,-1.5664443650772997,0.004683991884496569,0.287649595462363,2.041602574
350,-1.6072250709986053,0.001361793462564487,0.2591260741909599,2.369751876
400,-1.6005088906153082,0.0004471696431750158,0.190858792633134,2.701006345
450,-1.5902053067689403,0.0012143937028426365,0.12349579845506657,3.048434223
500,-1.6072785065065138,0.001364013008365133,0.06994828375071968,3.413603927
550,-1.5902060642295537,0.0011930924290302451,0.030549390380212427,3.7738304090000003
600,-1.604256946561626,0.0009025644627528787,0.006331717551653211,4.1328494540000005
650,-1.5942061194383799,0.0005948145401890064,0.0065785848921651145,4.496358162
654,-1.5941411144207778,0.0006051256636926499,0.0005355395343968464,4.5275538410000005
