i,objective_cost,primal_residual,dual_residual,time
1,-2.061277804777472,0.885914351922867,3.906713573671588,0.307488719
50,-2.890217059814981,0.017528666481093875,0.5370036138535219,0.784918411
100,-4.677980554078748,0.02303030198316342,0.4294208922346186,1.258536044
150,-5.172678741980562,0.017089369800530243,0.4608976840878364,1.744039343
200,-4.981391774646317,0.007792580793774399,0.46772439349142775,2.22034414
250,-4.8337206493355875,0.00594037339905894,0.44179681791496683,2.698337664
300,-5.074141433343509,0.01020569139538713,0.36605659177693495,3.1773032129999996
350,-5.661745438080906,0.012334084406397463,0.3052480032373493,3.6563343789999996
400,-6.503124757228047,0.010298532218536103,0.26680496214582805,4.134744476
450,-7.469537853486017,0.004789427940893705,0.26345419647639934,4.609253853
500,-8.401103162168667,0.006604571571027932,0.21781964817821872,5.118729588
550,-8.967825043163806,0.0071670449575829045,0.1687505344243425,5.59348497
600,-9.063625661657772,0.008584336744801394,0.13257273269362108,6.078585714
650,-8.785944848854667,0.0044242329522932045,0.15613052599940264,6.556778781999999
700,-8.346359639264191,0.002186649344288387,0.1506538289158748,7.028884436
750,-7.99811904768634,0.0031882590007815564,0.10396622191258745,7.501430839
800,-7.8502644829615775,0.0047575500556454,0.06869985867181315,7.985164629000001
850,-7.903234003508582,0.004029219111594085,0.06768027038280514,8.460241270000001
900,-8.112898171333509,0.002684572696286461,0.07834290195370601,8.943456562000001
950,-8.396076950194717,0.001458788640708233,0.08397660474465617,9.417358809000001
1000,-8.656797425033943,0.0023669597111753305,0.07489742182577647,9.898737369000001
1050,-8.81284733675328,0.003033125240752714,0.06120068623180194,10.376147102000001
1100,-8.839405317649819,0.0030205906808904114,0.05664764959657613,10.860421576
1150,-8.758175862304567,0.0025490593000301437,0.04986913925593115,11.345388299000001
1200,-8.624900585938345,0.0013426565298173916,0.05212283902640849,11.826950003
1250,-8.489994994152454,0.0013209196905051015,0.04739008655638061,12.302582652
1300,-8.406910918405625,0.0016539016999119194,0.03111351600146172,12.782579159
1350,-8.39422503058911,0.0018359970571036536,0.026528194470538124,13.259036075000001
1400,-8.43809127229408,0.001389837050656802,0.03091276616990612,13.753668441
1450,-8.519724238063862,0.0009063494420103246,0.03394280364361641,14.225261257000001
1500,-8.61054652688372,0.0008358871506234618,0.03272177379380421,14.706455044
