i,objective_cost,primal_residual,dual_residual,time
1,-2.0685632790890507,3.6961329211474796,14.480243223373247,45.164018755
50,-1.0138815915743569,0.009570300619559312,0.19463504729106448,46.285151331
100,-1.6975836991273352,0.012774514427135458,0.14553426762090146,47.405714856
150,-2.059093494485241,0.014669996348157903,0.1332195662827758,48.525598886000004
200,-2.0903701602344116,0.010444788184379886,0.1558289518488876,49.648692694000005
250,-1.9892001314341379,0.0061897527095689815,0.15737781264367395,50.792563061
300,-1.9030082319771089,0.004981242086626243,0.1428578121576311,51.954811926000005
350,-1.9372382058339932,0.0050473272708611815,0.13221799970754464,53.119279138
400,-2.0540966948680004,0.004921636997068386,0.11987593907251522,54.283928717
450,-2.234193324299085,0.004677201661759949,0.11758895508406703,55.448934513000005
500,-2.44819888759582,0.004426777712884983,0.11734147340300652,56.586662894
550,-2.6737814982445074,0.004319350932670071,0.11547170058047518,57.736700507
600,-2.88686104702472,0.0042602572667500335,0.11139237643228722,58.901262159000005
650,-3.0731610400224905,0.0037141350155206563,0.10726347845561068,60.044560093
700,-3.2308302072500217,0.003827291535874966,0.10314981839920723,61.180111325
750,-3.3522104238962283,0.0037621947021516497,0.09744420391041275,62.324174422
800,-3.455015813012152,0.003911346560299819,0.07811315475609616,63.494008768
850,-3.5494937313243677,0.0037090293588340345,0.07358508456603019,64.629944103
900,-3.6394720448299105,0.0036988012922690174,0.06739254404194202,65.76608393000001
950,-3.730848675787405,0.0034860511231100547,0.06267250832388646,66.90242254
1000,-3.82011500456348,0.003607871905497355,0.05955572697387003,68.046168539
1050,-3.90070909092797,0.003920281819736663,0.055525149107599474,69.204184611
1100,-3.9680011522037906,0.004107844208039954,0.05150789438566102,70.343171133
1150,-4.020950521362143,0.004126790256680159,0.04814714199752901,71.48120293
1200,-4.0604874018380945,0.004066009106312042,0.044919261007966844,72.629930063
1250,-4.0894281357294,0.0040524471161708705,0.0416818436999369,73.79452219
1300,-4.1127137384495365,0.004147262706150882,0.03853086720971122,74.942899788
1350,-4.134915958946539,0.0042505715530613206,0.03535560520172332,76.088554109
1400,-4.15843902076361,0.0043258996718138175,0.032192244765454806,77.245080762
1450,-4.183274887399033,0.004363424276024819,0.0293171253343264,78.411277895
1500,-4.207897223572485,0.004372818087353458,0.026931421140403318,79.56134247
1550,-4.230106127464584,0.00439027910724213,0.024928058241387243,80.712000874
1600,-4.247462938231708,0.0043943133095893806,0.02323313947541825,81.878226764
1650,-4.258610874731072,0.004400652737872993,0.021949078993304224,83.038842864
1700,-4.2633273573616055,0.004393604218233883,0.02113617286997605,84.193475503
1750,-4.26236384393268,0.004374258862096944,0.02075313920998714,85.352525486
1800,-4.256906676664538,0.0043417263406981465,0.020726918123113842,86.51684032200001
1850,-4.2482077389406605,0.0043179444286751585,0.02098267379862101,87.683740341
1900,-4.237120137294395,0.004284052588297912,0.02149278912441852,88.840098368
1950,-4.224172553486229,0.004237109226010573,0.022216691975879308,90.007222986
2000,-4.20948844728766,0.004179088204234657,0.02314165688236586,91.179284561
2050,-4.192865986198284,0.004116417825057475,0.024232789812208454,92.346866229
2100,-4.1739534319522,0.004053416959047645,0.02544129404493048,93.52291566
2150,-4.152421475782903,0.003992376633004492,0.02670983830214348,94.69427290200001
2200,-4.128093498540386,0.003933479633672526,0.02798564400767792,95.859412822
2250,-4.1010265635092935,0.0038751541915951274,0.0292309928021452,97.029954763
2300,-4.071472601426277,0.0038159379835047283,0.03042748212483252,98.197940392
2350,-4.039778206652024,0.0037540187384420202,0.03157082686889673,99.368559653
2400,-4.006290177025656,0.003689084848170258,0.03265862941050486,100.537937715
2450,-3.9712912284509274,0.0036220496342795395,0.03368502778365194,101.708810349
2500,-3.934976028518052,0.003554229387551243,0.03464075523664972,102.883248773
2550,-3.897466227084317,0.0034869427446509505,0.035516077284039986,104.052760562
2600,-3.85885234509062,0.0034212899411646194,0.03630391875998016,105.223327395
2650,-3.8192315151848706,0.0033576430791829263,0.03700264640162699,106.393160829
2700,-3.7787248551590373,0.003295948217606256,0.037613853864887775,107.563040028
2750,-3.7374742365677327,0.00323592186750559,0.038140938038460144,108.73355957300001
2800,-3.695605681087475,0.0031775451573443055,0.038587181239885644,109.905237674
2850,-3.6532231619028237,0.003131826290520793,0.03895435356446946,111.076103692
2900,-3.6104294435644135,0.0031003032175632027,0.03924378233176988,112.248360016
2950,-3.567318172515351,0.003070415993840252,0.03945705541367791,113.423405986
3000,-3.5239748203069476,0.003042226989042021,0.03959513304016876,114.597116614
3050,-3.480490294741745,0.0030154975411200652,0.03965943584667185,115.770480877
3100,-3.436952145260664,0.0029899815533518453,0.039651930912406826,116.942635038
3150,-3.3934432389295197,0.0029655025913447393,0.03957014934273789,118.11555020200001
3200,-3.3500446901684247,0.0029416554252399392,0.03941306190538771,119.284980769
3250,-3.3068227279155287,0.002917849542409786,0.0391773327426583,120.463113808
3300,-3.2638182609900332,0.0028943883977726316,0.0388553254703445,121.665589689
3350,-3.22106419662174,0.0028707704058764227,0.03843572707426861,122.871479918
3400,-3.1785775111052406,0.0028464586093572422,0.037901179651781046,124.08215999800001
3450,-3.1363487913220163,0.0028214125257936496,0.03722401609023616,125.309697498
3500,-3.094318155175588,0.002794879205717397,0.03636258327373578,126.551623878
3550,-3.05231185655081,0.0027678346789020126,0.035289792003868906,127.809945868
3600,-3.0098404179086193,0.002744776216390603,0.0341439921273554,129.053204435
3650,-2.966179316924056,0.002727052116606921,0.03300410315290801,130.31540198
3700,-2.921288040009913,0.002712897176194454,0.03193054098096224,131.592046895
3750,-2.8758717277131174,0.0026975021491670976,0.03093620485271179,132.866710467
3800,-2.830815755440848,0.0026711646687809626,0.030039272108648984,134.143285921
3850,-2.78683616156156,0.002637480090139945,0.029225828956170662,135.417807842
3900,-2.7444005631889556,0.00259955446573643,0.02849726935325242,136.695260408
3950,-2.703687205153908,0.0025579010144475833,0.027869514088711998,137.971195667
4000,-2.664699678078495,0.0025143211161468997,0.027358173228117934,139.250847154
4050,-2.6274370743024136,0.0024702000242827066,0.026981086225466275,140.528142966
4100,-2.591963047715832,0.0024247655252604217,0.026752548178854314,141.804026534
4150,-2.5584005371916008,0.0023761019032515394,0.02667663192301279,143.08473206
4200,-2.52688811304393,0.002325864071825337,0.026747056898609112,144.367429103
4250,-2.4975298233325662,0.002272386984125048,0.026948871113588093,145.651251646
4300,-2.470364501016171,0.0022159901134664872,0.027260827364304827,146.92943107600001
4350,-2.4453670094334727,0.002157121213929474,0.02765971245782983,148.206215312
4400,-2.4224699507050467,0.0020961091244754517,0.02812345831995128,149.489076337
4450,-2.40158211512107,0.002033400277796093,0.028631698212114084,150.75474697800001
4500,-2.3825924481507577,0.0019695047892620016,0.02916581867117557,151.995838475
4550,-2.365371103642845,0.001904760613702779,0.02970918853306995,153.242385105
4600,-2.3497765291389356,0.0018393548993302304,0.03024692979513072,154.489304956
4650,-2.3356630193353514,0.0017736009173039404,0.03076522022887015,155.730974062
4700,-2.3228846134345007,0.0017079879034385308,0.03125139590946608,156.975670539
4750,-2.311296767949456,0.0016430183862209814,0.031694488609666206,158.227324034
4800,-2.3007584797381333,0.0015790887295605539,0.03208540173128795,159.47215252
4850,-2.291133952913826,0.0015165692467144845,0.032416522489983376,160.720363175
