i,objective_cost,primal_residual,dual_residual,time
1,-2.0387433740139036,0.8831852976244645,3.940920539614623,0.438355677
50,-2.4150319135763105,0.010431798747768525,0.5360956093370102,1.123571916
100,-4.3132854916084975,0.013981379430580565,0.451811207392451,1.797244387
150,-5.824170720471857,0.01717106762565581,0.3882402164590727,2.4566179729999997
200,-6.6772072574037376,0.016869796202403455,0.3656902014132998,3.123268621
250,-6.956355181075006,0.014865645287461813,0.38098027367095977,3.80305201
300,-6.873489149538677,0.011326314741089808,0.4009632814040116,4.458716679
350,-6.515801256079603,0.0073234448123768465,0.4103248933669899,5.117788131
400,-6.12597118714936,0.0037169895763313125,0.4065567853258679,5.795582045
450,-5.8640133552834435,0.0036630721339626277,0.3886229017201067,6.452745621
500,-5.78852473254084,0.005535580552274954,0.34526772917302934,7.1155580789999995
550,-5.908904821585269,0.01153089749801802,0.23442568706099068,7.782889077
600,-6.09750604790129,0.009482655545293785,0.18707957035296902,8.439996455
650,-6.311631630255052,0.0075531909900687835,0.18328607187522417,9.106212758
700,-6.623265874365385,0.006709085962034882,0.2045793969416296,9.770855169
750,-6.995638900748271,0.0060520968329253475,0.20354598426739412,10.43381876
800,-7.441824358771114,0.006607081947177914,0.17737011420112186,11.102470581
850,-7.949874192305912,0.006150046401142859,0.15937741382336487,11.781088597
900,-8.456697739272787,0.0049456190767616925,0.16033403178662128,12.440756171
950,-8.910273326845497,0.004034059545566185,0.14353048785977343,13.102598527
1000,-9.277845725468602,0.005614661227780256,0.12669553649412404,13.769082212
1050,-9.509987360054948,0.005279667193724556,0.10565613336717712,14.430201132
1100,-9.587077557138423,0.0043251731260880635,0.08892155282365788,15.09303017
1150,-9.522753406318763,0.0042455029337385925,0.09143535674552798,15.753928087
1200,-9.345361756369519,0.0036309687985638934,0.09965441043981084,16.41294504
1250,-9.095639546212581,0.0026791377984396094,0.10517707276647348,17.075503395000002
1300,-8.84684318189274,0.0018838660150250722,0.09306819639172825,17.743698008000003
1350,-8.616648614910378,0.0014440237780456947,0.07881892948157865,18.405073454
1400,-8.420870444526848,0.0019223088301073847,0.06788472115927054,19.069500190000003
1450,-8.270351063449153,0.002249686397657057,0.06262354415433947,19.733363333000003
1500,-8.172579582195958,0.0020737628957833228,0.05722230620219634,20.391338963000003
1550,-8.12913953457182,0.001927594361095304,0.04630294641401135,21.060075181000002
1600,-8.138687196891487,0.0018813296849066333,0.03819496804137242,21.732833708
1650,-8.194056834563597,0.001712117394000621,0.040966390776779826,22.395092579
1700,-8.282872440848331,0.0016006375777146804,0.047791204519154806,23.05784102
1750,-8.396574565805015,0.001524898879998732,0.05280738881505122,23.725712307000002
1800,-8.529771104634946,0.0011564433085606716,0.05423209867849362,24.386733414000002
1850,-8.671705188293833,0.0009440949045125636,0.05242116533015653,25.049506357000002
1900,-8.807626829064723,0.001157191022021042,0.04844601601583678,25.712402949
1950,-8.925312053981171,0.0013288488201204486,0.04040841815378438,26.367849645000003
2000,-9.016629050683978,0.0014699847249490063,0.03522337115074879,27.036703818000003
2050,-9.071206862976723,0.0015745871440967648,0.03070559814226658,27.734795566000003
2100,-9.086496440449746,0.001647690311981536,0.02864117110509266,28.392688417000002
2150,-9.062440077272747,0.0015574049726822545,0.029828220684946886,29.053310383000003
2200,-9.007353274812246,0.0013061542384226927,0.027664674959183122,29.725359145000002
2250,-8.933708404682873,0.0009916525615230602,0.028874416593963916,30.381818024
2300,-8.849699094318657,0.0007543399922578691,0.029136780630608292,31.044663369000002
2350,-8.768052130873066,0.0005399055556050732,0.027843641371865006,31.716655482
2400,-8.69662653026677,0.000543269220314601,0.025318057134113524,32.372849678
2450,-8.639710131128876,0.0006534946310527598,0.022266539720073898,33.043094321000005
2500,-8.600917412570034,0.0007347187316894979,0.019174445002114147,33.720107143
2550,-8.58055706889777,0.000770958281071299,0.016815331639131497,34.381023614
2600,-8.576974474804345,0.000775741928490634,0.01601225196052233,35.049375977000004
2650,-8.588965458932249,0.0007238358027325906,0.016696699082425524,35.720164647000004
2700,-8.61415262729323,0.0006771483412722763,0.018091556758864008,36.383454637
2750,-8.649298769994962,0.00058884395293273,0.019341725281585283,37.046558124
2800,-8.690567461261129,0.00049326623853449,0.02001453416133559,37.703838357
2850,-8.73361521359213,0.0003821062269435267,0.020009071688840897,38.365145568
2900,-8.774393711443889,0.00039203982705859696,0.019493070160440013,39.029509097
2950,-8.809434153646729,0.0004784081540622819,0.018662601928961627,39.691294724
3000,-8.836544063806477,0.0005141015767060618,0.017530963502490882,40.362892514
3050,-8.855131659535205,0.000536683193628273,0.016554458164869293,41.027761753
3100,-8.863922436064447,0.0005540726486962095,0.015993445727757755,41.704372526
3150,-8.862322270122398,0.0005800566194691778,0.015813908128238525,42.369793614
3200,-8.851771506299599,0.0005491719347480669,0.015935450890861035,43.049588327
3250,-8.834723100429043,0.0004854859722405163,0.01602583158903985,43.728335361
3300,-8.814501282489935,0.00041428373105423515,0.015974747105295097,44.392121345
3350,-8.793792773653795,0.00034700816658543766,0.015820239075031866,45.065540611
3400,-8.774300472012149,0.00028387753831072275,0.015549523804045532,45.739512843
3450,-8.757298187664556,0.00024213557355667694,0.01510325462520237,46.402532607000005
3500,-8.74348164210552,0.0002525530734971194,0.014530947055613504,47.068795297
3550,-8.733091906400823,0.0002673038589815883,0.014022575934095519,47.732798991
3600,-8.726279210676367,0.00026487490570719437,0.01367760348164364,48.389884002
3650,-8.723541698547745,0.0002674974836006297,0.013461757826294418,49.064307524
3700,-8.724970399417883,0.00026174964799904063,0.013343686253081976,49.727401488
3750,-8.73014563560979,0.0002465750071656291,0.013313063361338286,50.385632221
3800,-8.738208284013263,0.00024759868355329217,0.010258056300186506,51.051151495
3850,-8.747776570972817,0.00020471947385366455,0.010254712935855101,51.730274638000004
3900,-8.757834725135536,0.00018013652086276423,0.010147259027726351,52.388165121
3950,-8.767383978837225,0.0001654854309131317,0.010076807673722484,53.060728315
4000,-8.775409258638343,0.00018025965365265492,0.009932913607402873,53.748895919
4050,-8.782504885896286,0.0002127389870653739,0.00667112697647752,54.408214887
4100,-8.78834931288026,0.00021454230414352853,0.006369969996391876,55.072825005
4150,-8.79185966238616,0.00021635632087702576,0.006202949112462978,55.739272602
4200,-8.79283850821233,0.00022134609832572875,0.006105964459696027,56.401021195
